,time,summary,title,trend
0,2019-12-24,"['...industry', 'while', 'gathering', 'data', 'on', 'the', 'way', 'people', 'move', 'around', 'cities.', 'Volkswagen,', 'which', 'had', 'previously', 'eschewed', 'mobility...']","['German', 'automakers', 'do', 'U-turn', 'on', 'car-sharing', 'push']",NC
1,2019-12-24,"['...core', 'competency:', 'manufacturing', 'premium', 'cars.', 'Meanwhile,', 'in', 'November,', 'German', 'auto', 'supplier', 'Bosch', 'announced', 'it', 'was', 'shutting...']","['German', 'automakers', 'do', 'U-turn', 'on', 'car-sharing', 'push']",NC
2,2019-12-24,"['...,', 'so', 'this', 'is', 'still', 'very', 'expensive,', 'but', 'on', 'an', 'island', 'of', '400', 'inhabitants,', 'where', 'electricity', 'is', 'generated', 'from', 'imported', 'diesel...']","['Will', 'the', 'lights', 'go', 'out', 'on', 'Sark', 'this', 'Christmas?']",NC
3,2019-12-24,"['It', 'is', 'almost', '15', 'years', 'since', 'David', 'Calhoun', 'was', 'first', 'considered', 'for', 'the', 'role', 'of', 'Boeing’s', 'chief', 'executive', 'officer.', 'He', 'was...']","['Calhoun', 'gives', 'Boeing', 'a', 'fresh', 'face,', 'but', 'not', 'that', 'fresh']",NC
4,2019-12-24,"['...index-tracking', 'investment', 'vehicles', 'that', 'have', 'exploded', 'in', 'popularity', 'over', 'the', 'past', 'decade.', 'BlackRock', 'is', 'the', 'industry’s...']","['Fifty', 'people', 'who', 'shaped', 'the', 'decade']",NC
5,2019-12-24,"['...as', 'Uber,', 'Lyft', 'and', 'China’s', 'Didi', 'Chuxing,', 'the', 'competing', 'pressure', 'to', 'invest', 'heavily', 'in', 'electric', 'vehicles', 'and', 'a...']","['German', 'automakers', 'do', 'U-turn', 'on', 'car-sharing', 'push']",NC
6,2019-12-24,"['...mainstream', 'Conservative', 'thinking', 'and', 'all', 'but', 'inevitable.', 'Barbara', 'Wesel', 'of', 'Deutsche', 'Welle,', 'the', 'German', 'public...']","['Squaring', 'the', 'Brexit', 'circle']",NC
7,2019-12-24,"['...what', 'really', 'turned', 'heads', 'was', 'the', 'small', 'white', 'Smart', 'car', 'driving', 'slowly', 'alongside', '—', 'a', 'publicity', 'parade', 'by', 'German', 'carmaker...']","['German', 'automakers', 'do', 'U-turn', 'on', 'car-sharing', 'push']",NC
8,2019-12-24,"['...power.”', 'Angela', 'Merkel’s', 'dilemma', '“While', 'the', 'German', 'elites', 'may', 'have', 'been', 'happy', 'to', 'do', 'a', 'deal', 'with', 'China', 'or', 'Huawei,...']","['US', 'warns', 'Boris', 'Johnson', 'over', 'Huawei', 'risks', 'to', 'UK', 'citizens’', 'secrets']",NC
9,2019-12-24,"['...economy”', 'ventures', 'in', 'the', 'past', 'decade:', 'asset-light', 'yet', 'also', 'capital-intensive,', 'exploiting', 'legal', 'loopholes', 'to', 'drive', 'rapid...']","['Fifty', 'people', 'who', 'shaped', 'the', 'decade']",NC
10,2019-12-24,"['...that', 'arrives', 'on', 'passenger', 'boats', 'from', 'Guernsey,', 'it’s', 'a', 'bit', 'tricky', 'to', 'reach', 'any', 'kind', 'of', 'economy', 'of', 'scale.', '(The', 'Barclay...']","['Will', 'the', 'lights', 'go', 'out', 'on', 'Sark', 'this', 'Christmas?']",NC
11,2019-12-24,"['...estimates', 'from', 'the', 'likes', 'of', 'McKinsey', 'of', 'a', '$2tn', '“mobility', 'services”', 'economy', 'by', '2030,', 'German', 'car', 'companies', 'have', 'been...']","['German', 'automakers', 'do', 'U-turn', 'on', 'car-sharing', 'push']",NC
12,2019-12-24,"['...down', 'when', 'his', 'seven-year', 'term', 'ends', 'in', 'June,', 'having', 'steered', 'Canada’s', 'economy', 'through', 'a', 'rocky', 'recovery', 'from', 'the', 'Great...']","['Bank', 'of', 'Canada', 'deputy', 'governor', 'leads', 'race', 'for', 'top', 'job']",NC
13,2019-12-24,"['...of', 'the', 'eurozone', '—', 'but', '2019', 'ends', 'with', 'no', 'obvious', 'imbalance', 'to', 'menace', 'the', 'global', 'economy.', 'In', 'certain', 'countries', 'where', 'many...']","['Why', '2019', 'was', 'not', 'as', 'bad', 'as', 'you', 'think']",NC
14,2019-12-24,"['...raise', 'significantly', 'more', 'for', 'the', 'state', 'by', 'making', 'tax', 'fraud', 'and', 'black', 'economy', 'transactions', 'more', 'difficult.', 'Details', 'of', 'the...']","['Italy', 'seeks', 'to', 'end', 'shoppers’', 'reliance', 'on', 'cash']",NC
15,2019-12-24,"['...and', 'wine,', 'by', 'applying', 'a', 'sustainable', 'approach', 'to', 'whisky', 'making.', 'The', 'Scotch', 'industry', 'contributes', '£5.5bn', 'to', 'the', 'UK', 'economy...']","['Distilling', 'a', 'new', 'way', 'to', 'run', 'a', 'whisky', 'business']",NC
16,2019-12-24,"['Outside', 'Westminster', 'tube', 'station,', 'in', 'the', 'encampment', 'of', 'rough', 'sleepers', 'across', 'the', 'street', 'from', 'parliament,', 'Ray', 'Hoblyn', 'is...']","['Can', 'Boris', 'Johnson', 'fulfil', 'pledge', 'to', 'end', 'homelessness', 'in', 'UK?']",NC
17,2019-12-24,"['...growth', 'of', 'China’s', 'economy', 'in', 'the', 'past', 'decade,', '“the', 'wealth', 'accumulation', 'in', '[Hong', 'Kong]', 'has', 'been', 'huge,”', 'said', 'Ms...']","['Citigroup', 'set', 'to', 'post', 'record', 'revenues', 'in', 'Hong', 'Kong']",NC
18,2019-12-24,"['Brenden', 'Greeley’s', '“The', 'economy', 'is', 'king', 'in', 'Donald', 'Trump’s', 're-election', 'bid”', '(', 'Opinion,', 'December', '20)', 'accurately', 'and...']","['Letter:', 'Reimagining', 'retirement', 'for', 'economic', 'longevity']",NC
19,2019-12-24,"['...winner.', 'The', 'proceeds', 'for', 'the', 'new', 'song,', 'performed', 'with', 'his', 'wife', 'Roxanne,', 'are', 'going', 'to', 'a', 'charity', 'that', 'runs', 'food', 'banks,', 'an...']","['Christmas', 'number', 'one', 'taste', 'test:', 'Mariah', 'Carey', 'or', 'sausage', 'rolls?']",NC
20,2019-12-24,"['...,', 'when', 'more', 'children', 'survived,', 'got', 'an', 'education,', 'ate', 'proper', 'food', 'and', 'lived', 'in', 'decent', 'houses', '—', 'that', 'was', 'surely', 'a', 'good...']","['Why', '2019', 'was', 'not', 'as', 'bad', 'as', 'you', 'think']",NC
21,2019-12-24,"['On', 'the', 'far', 'north-west', 'coast', 'of', 'Scotland,', 'a', 'small', 'whisky', 'distillery', 'is', 'doing', 'things', 'a', 'little', 'differently.', 'Founder', 'Annabel...']","['Distilling', 'a', 'new', 'way', 'to', 'run', 'a', 'whisky', 'business']",NC
22,2019-12-24,"['...poor', 'people', 'live,', 'output', 'grew', 'fast.', 'It', 'rose', 'by', '7.8', 'per', 'cent', 'in', 'Bangladesh,', '6.1', 'per', 'cent', 'in', 'India', 'and', '7.4', 'per', 'cent', 'in...']","['Why', '2019', 'was', 'not', 'as', 'bad', 'as', 'you', 'think']",NC
23,2019-12-24,"['...its', 'success', 'in', 'European', 'elections', 'to', 'prevent', 'the', 'Conservatives', 'from', 'wavering.', 'Although', 'Boris', 'Johnson', 'triumphed', 'in', 'the...']","['Fifty', 'people', 'who', 'shaped', 'the', 'decade']",NC
24,2019-12-24,"['...,', '“Stocks”,', 'told', 'us:We', 'have', 'had', 'indirect', 'contact', 'with', 'David', 'Gordon-Brown', 'and', 'he', 'is', 'saying', 'to', 'us', 'that', 'he', 'won’t', 'throw', 'the...']","['Will', 'the', 'lights', 'go', 'out', 'on', 'Sark', 'this', 'Christmas?']",NC
25,2019-12-23,"['....', 'Weeks', 'later,', 'Germany’s', 'cartel', 'authority', 'fined', 'BMW,', 'along', 'with', 'rivals', 'Volkswagen', 'and', 'Daimler,', 'for', 'anti-competitive...']","['BMW', 'faces', 'US', 'investigation', 'into', 'sales', 'figures']",UP
26,2019-12-23,"['...-known', 'method', 'of', 'boosting', 'sales', 'statistics,', 'it', 'involves', 'dealerships', 'buying', 'cars', 'ostensibly', 'for', 'use', 'as', 'temporary...']","['BMW', 'faces', 'US', 'investigation', 'into', 'sales', 'figures']",UP
27,2019-12-23,"['...engineering.', 'Wrong,', 'wrong,', 'wrong.The', 'business', 'model', 'is', 'simple', 'enough.', 'Aston', 'makes', 'flashy', 'sports', 'cars', 'costing', 'upwards', 'of...']","['Aston', 'Martin:', 'fender', 'bender']",UP
28,2019-12-23,"['...iPad', 'or', 'Alexa,', 'without', 'virtual', 'reality', 'headsets,', 'Instagram,', 'Snapchat', 'or', 'TikTok,', 'without', 'self-driving', 'cars', 'on', 'the', 'streets...']","['Back', 'to', 'the', 'future:', 'tech', 'predictions', 'then', 'and', 'now']",UP
29,2019-12-23,"['...developing', 'systems', 'to', 'clean', 'the', 'emissions', 'of', 'petrol', 'and', 'diesel', 'passenger', 'cars”.', 'BMW', 'has', 'vowed', 'to', 'strongly...']","['BMW', 'faces', 'US', 'investigation', 'into', 'sales', 'figures']",UP
30,2019-12-23,"['...developing', 'systems', 'to', 'clean', 'the', 'emissions', 'of', 'petrol', 'and', 'diesel', 'passenger', 'cars”.', 'BMW', 'has', 'vowed', 'to', 'strongly...']","['BMW', 'faces', 'US', 'investigation', 'into', 'sales', 'figures']",UP
31,2019-12-23,"['...country', 'to', 'introduce', 'e-money', 'contactless', 'cards', 'for', 'public', 'transport', 'in', '2000', 'and', 'the', 'first', 'to', 'launch', 'mobile', 'phone-based...']","[""Japan's"", 'quest', 'for', 'cashless', 'payments']",UP
32,2019-12-23,"['Ryanair', 'has', 'failed', 'in', 'an', 'attempt', 'to', 'prevent', 'easyJet', 'from', 'hiring', 'its', 'former', 'chief', 'operating', 'officer,', 'after', 'a', 'Dublin', 'judge...']","['Ryanair', 'fails', 'in', 'effort', 'to', 'block', 'former', 'executive’s', 'move', 'to', 'easyJet']",UP
33,2019-12-23,"['...cent', 'of', 'its', 'delivery', 'vehicles', 'electric', 'by', '2025,', 'and', 'move', 'more', 'long-distance', 'transport', 'to', 'trains', 'and', 'ships', 'instead', 'of...']","['Climate', 'costs', 'mount', 'as', 'retailers', 'compete', 'on', 'fast', 'delivery']",UP
34,2019-12-23,"['...:', '“The', 'third', 'runway', 'was', 'approved', 'by', 'the', 'secretary', 'of', 'state', 'for', 'transport', 'based', 'on', 'customer', 'charges', 'remaining', 'at', 'current...']","['Heathrow', 'shows', 'detailed', 'costings', 'for', 'third', 'runway']",UP
35,2019-12-23,"['...replacements', 'for', 'customers', 'whose', 'vehicles', 'are', 'being', 'repaired,', 'only', 'to', 'sell', 'them', 'on', 'soon', 'after.', 'In', '2016,...']","['BMW', 'faces', 'US', 'investigation', 'into', 'sales', 'figures']",UP
36,2019-12-23,"['...successor', 'company', 'will', 'be', 'producing', 'lithium', 'within', 'five', 'years.”', 'With', 'battery-powered', 'vehicles', 'set', 'to', 'go', 'mainstream,', 'the...']","['SoftBank-backed', 'Nemaska', 'Lithium', 'files', 'for', 'bankruptcy', 'protection']",UP
37,2019-12-23,"['...ban', 'certain', 'vehicles.', 'The', 'choices', 'customers', 'make', 'when', 'shopping', 'online', 'can', 'also', 'have', 'an', 'impact', 'on', 'the', 'carbon', 'footprint...']","['Climate', 'costs', 'mount', 'as', 'retailers', 'compete', 'on', 'fast', 'delivery']",UP
38,2019-12-23,"['...securities', 'around', 'the', 'world.', 'Bermuda', 'has', 'become', 'a', 'centre', 'for', 'companies', 'that', 'create', 'and', 'manage', 'these', 'vehicles', 'and', 'is', 'now...']","['Bermuda’s', 'status', 'as', 'safe', 'harbour', 'for', 'insurers', 'under', 'threat']",UP
39,2019-12-23,"['...introducing', 'more', 'electric', 'vehicles.', 'At', 'the', 'same', 'time,', 'California', 'will', 'also', 'boost', 'its', 'wind', 'and', 'solar', 'power,', 'and...']","['Fire', 'and', 'flood', 'focus', 'minds', 'of', 'bosses', 'and', 'investors']",UP
40,2019-12-23,"['...list', 'of', 'legal', 'headaches', 'faced', 'by', 'the', 'Munich-based', 'company.', 'A', 'spokesman', 'for', 'the', 'German', 'carmaker', 'confirmed', 'that', 'the...']","['BMW', 'faces', 'US', 'investigation', 'into', 'sales', 'figures']",UP
41,2019-12-23,"['...German', 'software', 'business', 'at', '€2bn', 'and', 'is', 'the', 'latest', 'in', 'a', 'series', 'of', 'so-called', '“', 'pass', 'the', 'parcel”', 'deals', 'between', 'buyout...']","['Hg', 'to', 'regain', 'control', 'of', 'software', 'company', 'Personal', '&', 'Informatik']",UP
42,2019-12-23,"['...year.', 'When', 'the', 'FT', 'revealed', 'that', 'H2O', 'Asset', 'Management', 'had', 'large', 'holdings', 'of', 'illiquid', 'bonds', 'linked', 'to', 'a', 'racy...']","['The', 'big', 'market', 'moments', 'of', '2019']",UP
43,2019-12-23,"['...fabricated', 'by', 'a', 'German', 'metal', 'company.', 'So', 'it’s', 'an', 'apt', 'time', 'for', 'the', 'Whitney', 'to', 'pay', 'homage', 'to', 'artists', 'such', 'as', 'Lou,...']","['Spinning', 'craft', 'into', 'art', 'at', 'the', 'Whitney', 'Museum']",UP
44,2019-12-23,"['...at', 'German', 'bank', 'Berenberg.', 'Only', 'two', 'economists', 'thought', 'the', 'ECB', 'might', 'lower', 'its', 'inflation', 'objective....']","['FT', 'poll:', 'Christine', 'Lagarde', 'expected', 'to', 'change', 'ECB', 'inflation', 'target']",UP
45,2019-12-23,"['...killed', 'one', 'by', 'one,”', 'the', 'Turkish-German', 'player', 'wrote', 'on', 'Twitter.', '“Despite', 'all', 'this,', 'Muslims', 'stay', 'quiet.”', 'Muslim', 'leaders', 'are...']","['China’s', 'global', 'power', 'damps', 'criticism', 'of', 'Uighur', 'crackdown']",UP
46,2019-12-23,"['...needed', 'to', 'reach', 'the', 'target.', 'FT', 'Series:', 'The', 'responsible', 'capitalists', 'The', 'year', 'capitalism', 'went', 'cuddly', 'German', 'bosses', 'question...']","['Fire', 'and', 'flood', 'focus', 'minds', 'of', 'bosses', 'and', 'investors']",UP
47,2019-12-23,"['...former', 'crisis', 'spots', 'such', 'as', 'Italy,', 'Spain,', 'Portugal', 'and', 'Greece,', 'spreads', 'over', 'German', 'debt', '-—', 'a', 'measure', 'of', 'how', 'risky...']","['How', '2019’s', 'mammoth', 'bond', 'rally', 'buoyed', 'the', 'entire', 'eurozone']",UP
48,2019-12-23,"['...issue.', 'Under', 'the', 'burden', 'of', 'reunification', 'at', 'the', 'beginning', 'of', 'the', '1990s,', 'the', 'German', 'economy', 'heated', 'up.', 'The', 'Bundesbank', 'then...']","['Letter:', 'US', 'and', 'Germany', 'need', 'only', 'look', 'after', 'themselves']",UP
49,2019-12-23,"['FT', 'subscribers', 'can', 'click', 'here', 'to', 'receive', 'FirstFT', 'every', 'day', 'by', 'email.', 'Welcome', 'to', 'a', 'special', 'edition', 'of', 'FirstFT,', 'where', 'we...']","['FirstFT:', '2019', 'in', 'review']",UP
50,2019-12-23,"['Stave', 'One', 'This', 'is', 'a', 'timeless', 'tale', 'for', 'now', 'and', 'every', 'Christmas,', 'about', 'a', 'lonely', 'man', '—', 'tight-fisted,', 'wrenching,', 'grasping...']","['Corporate', 'Scrooges', 'shown', 'spectral', 'vision', 'of', 'purpose', 'over', 'profit']",UP
51,2019-12-23,"['....', 'Saudi’s', 'heir', 'apparent', 'has', 'promised', 'to', 'overhaul', 'the', 'kingdom’s', 'oil-dependent', 'economy', 'and', 'has', 'eased', 'some', 'social', 'restrictions...']","['Saudi', 'Arabia', 'sentences', 'five', 'to', 'death', 'for', 'Jamal', 'Khashoggi', 'murder']",UP
52,2019-12-23,"['...receive', 'reward', 'points', 'to', 'offset', 'the', 'tax', 'increase.', 'The', 'response', 'by', 'the', 'SMEs,', 'revealed', 'the', 'Ministry', 'of', 'Economy,', 'Trade', 'and...']","[""Japan's"", 'quest', 'for', 'cashless', 'payments']",UP
53,2019-12-23,"['...had', 'to', 'deal', 'with', 'a', 'trade', 'war', 'and', 'a', 'sharp', 'slowdown', 'in', 'China’s', 'economy.', 'Their', 'net', 'profits', 'have', 'jumped', 'and', 'their', 'asset...']","['China', 'banks:', 'still', 'standing']",UP
54,2019-12-23,"['...final', 'resolution.', 'The', 'EU,', 'its', 'new', 'commission', 'struggling', 'to', 'assert', 'Europe’s', 'role', 'in', 'the', 'global', 'economy,', 'fears', 'it', 'is', 'next', 'in...']","['Trade', 'Secrets:', 'a', 'year', 'in', 'charts']",UP
55,2019-12-23,"['Earlier', 'this', 'month,', 'Tokyo', 'threw', 'open', 'the', 'doors', 'of', 'its', 'gorgeous,', 'just-completed', 'Olympic', 'stadium', 'with', 'the', 'superb', 'slogan...']","['Japan', 'is', 'wondering', 'if', 'the', 'Olympics', 'are', 'really', 'worth', 'it']",UP
56,2019-12-23,"['...political', 'positions', 'are', 'contrary', 'to', 'what', 'we', 'consider', 'helps', 'business', 'and', 'the', 'economy.”', 'Mr', 'Iglesias', 'and', 'his', 'party...']","['Spain’s', 'businesses', 'worried', 'by', 'prospect', 'of', 'radical', 'left', 'in', 'power']",UP
57,2019-12-23,"['I', 'recently', 'wrote', 'a', 'column', 'about', 'the', 'possibility', 'of', 'a', 'reset', 'for', 'Argentina,', 'which', 'has', 'struggled', 'with', 'on', 'and', 'off', 'debt...']","['What', 'I', 'want', 'for', 'Xmas', '—', 'more', 'empathy']",UP
58,2019-12-23,"['President', 'Xi', 'Jinping', 'played', 'the', 'unlikely', 'role', 'of', 'potential', 'peacemaker', 'between', 'two', 'feuding', 'US', 'allies', 'on', 'Monday', 'as', 'he', 'met...']","['Xi', 'turns', 'peacemaker', 'amid', 'dispute', 'between', 'Tokyo', 'and', 'Seoul']",UP
59,2019-12-23,"['...fight', 'to', 'lift', 'price', 'pressures', 'to', 'a', 'level', 'that', 'would', 'signal', 'all', 'is', 'well', 'in', 'the', 'economy.', 'A', 'few', 'have', 'explicitly', 'called', 'for...']","['Can', 'social', 'pacts', 'spur', 'inflation?']",UP
60,2019-12-23,"['Elsewhere', 'on', 'Monday,--', 'Twelve', 'million', 'phones,', 'one', 'dataset,', 'zero', 'privacy.--', 'How', 'Vogue', 'editors', 'spend', 'Christmas.--', 'Non...']","['Further', 'reading']",UP
61,2019-12-23,"['Marcello', 'Minenna', 'is', 'the', 'head', 'of', 'Quantitative', 'Analysis', 'and', 'Financial', 'Innovation', 'at', 'Consob,', 'the', 'Italian', 'securities...']","['The', 'European', '(In)stability', 'Mechanism']",UP
62,2019-12-23,"['...Peace', 'Prize-winning', 'prime', 'minister', 'Abiy', 'Ahmed,', 'has', 'been', 'the', 'world’s', 'fastest-growing', 'economy', 'over', 'the', 'past', 'decade,', 'both', 'in...']","['Ethiopia', 'seizes', 'crown', 'as', 'fastest-growing', 'country', 'in', 'the', '2010s']",UP
63,2019-12-23,"['Attracting', 'comparatively', 'little', 'notice', 'in', 'the', 'midst', 'of', 'its', 'trade', 'war', 'with', 'the', 'US,', 'China’s', 'new', 'foreign', 'investment', 'law...']","['China’s', 'new', 'foreign', 'investment', 'law', 'is', 'a', 'missed', 'opportunity']",UP
64,2019-12-23,"['....“Chile', 'is', 'at', 'the', 'forefront', 'of', 'renewables', 'due', 'to', 'its', 'stable', 'economy,', 'clear', 'policies', 'towards', 'renewables', 'and', 'strong', 'positive...']","['Latam', 'renewable', 'energy', 'investment', 'hits', 'record', 'high']",UP
65,2019-12-23,"['...economy', 'and', 'its', 'ability', 'to', 'shield', 'itself', 'from', 'risks.', 'Now', 'the', 'Fed', 'is', 'waiting', 'for', 'a', '“material”', 'change', 'in', 'economic', 'conditions...']","['The', 'big', 'market', 'moments', 'of', '2019']",UP
66,2019-12-23,"['Christine', 'Lagarde', 'is', 'expected', 'to', 'significantly', 'change', 'the', 'European', 'Central', 'Bank’s', 'inflation', 'target', 'for', 'the', 'first', 'time', 'in...']","['FT', 'poll:', 'Christine', 'Lagarde', 'expected', 'to', 'change', 'ECB', 'inflation', 'target']",UP
67,2019-12-23,"['...and', 'businesses', 'in', 'the', 'reinsurance', 'sector', 'have', 'slowly', 'been', 'leaking', 'away', 'from', 'Bermuda,', 'threatening', 'the', 'island’s', 'economy...']","['Bermuda’s', 'status', 'as', 'safe', 'harbour', 'for', 'insurers', 'under', 'threat']",UP
68,2019-12-23,"['What', 'is', 'rentier', 'capitalism', 'today?', 'According', 'to', 'some', 'economists', 'it', 'is', 'a', '“rigged”', 'system,', 'supporting', 'and', 'extending', 'the...']","['Plunder', 'of', 'the', 'Commons,', 'by', 'Guy', 'Standing']",UP
69,2019-12-23,"['A', 'top', 'US', 'development', 'finance', 'official', 'has', 'warned', 'that', ""China's"", '$1.3tn', 'global', 'spending', 'spree', 'on', 'infrastructure', 'is', 'destined...']","['China’s', '$1.3tn', 'global', 'spending', 'spree', 'will', 'collapse,', 'says', 'top', 'US', 'official']",UP
70,2019-12-23,"['...2050,', 'which', 'will', 'mean', 'a', 'radical', 'restructuring', 'of', 'the', 'economy', 'in', 'coming', 'decades.', 'As', 'companies', 'try', 'to', 'plan', 'for', 'these...']","['Fire', 'and', 'flood', 'focus', 'minds', 'of', 'bosses', 'and', 'investors']",UP
71,2019-12-23,"['This', 'year’s', 'rally', 'reached', 'all', 'corners', 'of', 'the', 'eurozone’s', 'sovereign', 'bond', 'market.', 'Every', 'member', 'of', 'the', 'currency', 'bloc', 'has...']","['How', '2019’s', 'mammoth', 'bond', 'rally', 'buoyed', 'the', 'entire', 'eurozone']",UP
72,2019-12-23,"['Rolls-Royce', 'is', 'slashing', 'next', 'year’s', 'intake', 'of', 'apprentices', 'and', 'graduate', 'trainees', 'by', 'almost', '30', 'per', 'cent,', 'scaling', 'back', 'its...']","['Rolls-Royce', 'cuts', 'apprentice', 'and', 'graduate', 'schemes', 'by', 'almost', '30%']",UP
73,2019-12-23,"['...manufacturing', 'back', 'home.', '“The', 'economy', 'is', 'doing', 'relatively', 'well,', 'and', 'we', 'are', 'getting', 'to', 'the', 'point', 'where', 'some...']","['Hong', 'Kong', 'protests', 'loom', 'large', 'over', 'Taiwan', 'election']",UP
74,2019-12-23,"['...economy', 'this', 'month', 'declined', '2', 'per', 'cent', 'from', 'a', 'year', 'earlier,', 'with', 'its', 'semiconductor', 'shipments', 'abroad', 'down', '16.7', 'per', 'cent...']","['Battered', 'chipmakers', 'hope', 'for', 'a', 'better', '2020', 'as', '5G', 'boosts', 'demand']",UP
75,2019-12-23,"['...investments', 'to', 'help', 'society', 'or', 'keep', 'the', 'planet', 'liveable.', 'Interest', 'nets', 'out', 'to', 'zero', 'in', 'an', 'economy,', 'so', 'should', 'not', 'be', 'a...']","['Letter:', 'Narrow', 'shareholder', 'focus', 'is', 'not', 'an', 'option']",UP
76,2019-12-23,"['...issue.', 'Under', 'the', 'burden', 'of', 'reunification', 'at', 'the', 'beginning', 'of', 'the', '1990s,', 'the', 'German', 'economy', 'heated', 'up.', 'The', 'Bundesbank', 'then...']","['Letter:', 'US', 'and', 'Germany', 'need', 'only', 'look', 'after', 'themselves']",UP
77,2019-12-23,"['...compared', 'to', 'a', 'national', 'average', 'of', 'plus', '6', 'per', 'cent.', 'Mr', 'Nevin', 'said:', '“There', 'is', 'now', 'a', 'clear', 'two-speed', 'economy', 'in...']","['Southern', 'manufacturing', 'outpaces', 'north', 'and', 'Midlands']",UP
78,2019-12-23,"['...historic', 'rate,', 'output', 'of', 'the', 'UK', 'economy', 'for', 'every', 'hour', 'worked', 'would', 'be', 'more', 'than', '20', 'per', 'cent', 'higher.', 'Living', 'standards...']","['Poor', 'productivity', 'growth', 'of', '0.3%', 'is', '‘statistic', 'of', 'the', 'decade’']",UP
79,2019-12-23,"['Heathrow', 'Airport', 'has', 'for', 'the', 'first', 'time', 'laid', 'out', 'detailed', 'costings', 'for', 'its', 'contentious', 'third', 'runway', 'expansion,', 'including...']","['Heathrow', 'shows', 'detailed', 'costings', 'for', 'third', 'runway']",UP
80,2019-12-23,"['...moment', 'we’ve', 'got', 'a', 'stagnant,', 'fragile', 'economy,', 'an', 'angry,', 'discontented', 'population.', 'It’s', 'a', 'very', 'dangerous', 'world...']","['UK', 'visa', 'numbers', 'to', 'be', 'raised', 'in', 'science', 'research', 'push']",UP
81,2019-12-23,"['Saudi', 'Arabia’s', 'latest', 'attempt', 'to', 'wean', 'itself', 'off', 'reliance', 'on', 'oil', 'revenues', 'has', 'had', 'damaging', 'consequences', 'for', 'another...']","['Fears', 'for', 'Vimto', 'sales', 'after', 'UAE', 'and', 'Saudi', 'Arabia', 'impose', 'sugar', 'tax']",UP
82,2019-12-23,"['...negative', 'commentary.', 'It', 'delivered', 'posh', 'food', 'to', 'picky', 'suburbanites.', 'It', 'made', 'losses.', 'Its', 'founders', 'were', 'former', 'Goldman', 'Sachs...']","['Ocado:', 'the', 'self-preservation', 'society']",UP
83,2019-12-23,"['...Global', 'food', 'supply', 'chains', 'are', 'caught', 'in', 'a', 'honey', 'trap,', 'as', 'consumers’', 'willingness', 'to', 'pay', 'more', 'for', 'premium', 'is', 'causing...']","['Trade', 'Secrets:', 'a', 'year', 'in', 'charts']",UP
84,2019-12-23,"['Kirin', 'is', 'to', 'review', 'its', 'operations', 'in', 'Myanmar', 'after', 'the', 'Japanese', 'brewer’s', 'partnership', 'with', 'a', 'military-linked', 'business...']","['Brewer', 'Kirin', 'reviews', 'Myanmar', 'operations', 'because', 'of', 'military', 'ties']",UP
85,2019-12-23,"['...in', 'food', 'production,', 'which', 'means', 'the', 'country', 'is', 'now', 'able', 'to', 'withstand', 'droughts.', 'Elsewhere,', 'several', 'south-east', 'Asian...']","['Ethiopia', 'seizes', 'crown', 'as', 'fastest-growing', 'country', 'in', 'the', '2010s']",UP
86,2019-12-23,"['...says', 'are', 'the', 'world’s', 'greatest', 'challenges', 'including', 'poverty,', 'food', 'waste', 'and', 'climate', 'change.', 'It', 'is', 'seeking', 'to', 'show', 'that...']","['Swedish', 'start-up', 'founders', 'raise', 'Europe’s', 'biggest', 'social', 'impact', 'fund']",UP
87,2019-12-23,"['...money:', 'Wall', 'Street', 'giant', 'Goldman', 'Sachs', 'has', 'made', 'a', 'bet', 'on', 'the', 'market', 'for', 'small', 'loans', 'in', 'India,', 'leading', 'a', '$15m', 'funding...']","[""Japan's"", 'quest', 'for', 'cashless', 'payments']",UP
88,2019-12-23,"['...violence', 'unleashed', 'on', 'India', 'by', 'Modi-Shah”,', 'referring', 'to', 'the', 'powerful', 'home', 'affairs', 'minister', 'Amit', 'Shah,', 'who', 'has...']","['Voters', 'turn', 'on', 'India’s', 'ruling', 'party', 'over', 'Hindu-first', 'agenda']",UP
89,2019-12-23,"['...daily', 'life', 'and', 'cause', 'panic', 'in', 'government', 'have', 'broken', 'out', 'in', 'Hong', 'Kong,', 'India,', 'Chile,', 'Bolivia,', 'Ecuador,', 'Colombia,', 'Spain...']","['2019:', 'the', 'year', 'of', 'street', 'protest']",UP
90,2019-12-23,"['...doubled', 'its', 'output', 'by', 'both', 'of', 'these', 'measures', 'this', 'decade,', 'ranging', 'from', 'heavyweights', 'China', 'and', 'India', 'to', 'relative', 'economic...']","['Ethiopia', 'seizes', 'crown', 'as', 'fastest-growing', 'country', 'in', 'the', '2010s']",UP
91,2019-12-23,"['...since', '2009,', 'was', 'moved', 'this', 'year', 'from', 'TAS’s', 'UK', 'chief', 'innovation', 'officer', 'to', 'its', 'CIO', 'for', 'Europe,', 'the', 'Middle', 'East,', 'India', 'and...']","['EY', 'deals', 'partners', 'accused', 'of', 'bullying', 'and', 'discrimination']",UP
92,2019-12-23,"['India', 'is', 'in', 'lockdown', 'after', 'violent', 'protests', 'swept', 'across', 'the', 'country', 'against', 'Narendra', 'Modi’s', 'new', 'citizenship', 'law...']","['India’s', 'citizenship', 'law:', 'what', 'is', 'it', 'and', 'why', 'has', 'it', 'stirred', 'such', 'anger?']",UP
